source,target,anchor_text,link_type,target_page_role,contextual_relevance
"/subjects/math/algebra/radicals-exponents-functions/exponential-growth-and-decay/","/subjects/math/algebra/radicals-exponents-functions/","Topic map Radicals, Exponents & Functions","contextual-body","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/exponential-growth-and-decay/","/tools/math/algebra/expression-checker/","Tool Algebra Expression Checker","tool-reference","tool","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/exponential-growth-and-decay/","/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","Concept explainer Rational exponents: the bridge between powers and roots →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/exponential-growth-and-decay/","/subjects/math/algebra/radicals-exponents-functions/function-notation/","Concept explainer Function notation: inputs, outputs, and what f(x) does not mean →","resource-companion","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/exponential-growth-and-decay/","/subjects/math/algebra/rational-expressions/direct-inverse-variation/","Decision guide Direct or inverse variation: which model matches the relationship? →","resource-companion","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/function-notation/","/subjects/math/algebra/radicals-exponents-functions/","Topic map Radicals, Exponents & Functions","contextual-body","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/function-notation/","/tools/math/algebra/expression-checker/","Tool Algebra Expression Checker","tool-reference","tool","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/function-notation/","/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","Decision guide Inverse function or reciprocal? The −1 notation has two different jobs →","resource-companion","decision-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/function-notation/","/subjects/math/algebra/linear-relationships/interpreting-linear-models/","Direct answer What do slope and intercept mean in a linear model? →","resource-companion","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/function-notation/","/subjects/math/algebra/expressions-equations/order-of-operations-with-variables/","Concept explainer Order of operations with variables: what actually comes first? →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","/subjects/math/algebra/radicals-exponents-functions/","Topic map Radicals, Exponents & Functions","contextual-body","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","/tools/math/algebra/expression-checker/","Tool Algebra Expression Checker","tool-reference","tool","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","/subjects/math/algebra/radicals-exponents-functions/function-notation/","Concept explainer Function notation: inputs, outputs, and what f(x) does not mean →","resource-companion","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","/subjects/math/algebra/rational-expressions/rational-domain-restrictions/","Concept explainer Domain restrictions in rational expressions →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/inverse-functions-vs-reciprocals/","/subjects/math/algebra/rational-expressions/direct-inverse-variation/","Decision guide Direct or inverse variation: which model matches the relationship? →","resource-companion","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","/subjects/math/algebra/radicals-exponents-functions/","Topic map Radicals, Exponents & Functions","contextual-body","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","/tools/math/algebra/expression-checker/","Tool Algebra Expression Checker","tool-reference","tool","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","Method guide Simplifying radicals by pulling out perfect powers →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","/subjects/math/algebra/polynomials-factoring/exponent-rules/","Concept explainer Exponent rules that come from counting factors →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","Method guide Solving radical equations and checking for extraneous roots →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","/subjects/math/algebra/radicals-exponents-functions/","Topic map Radicals, Exponents & Functions","contextual-body","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","/tools/math/algebra/expression-checker/","Tool Algebra Expression Checker","tool-reference","tool","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","Concept explainer Rational exponents: the bridge between powers and roots →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","Method guide Solving radical equations and checking for extraneous roots →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","/subjects/math/algebra/polynomials-factoring/exponent-rules/","Concept explainer Exponent rules that come from counting factors →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","/subjects/math/algebra/radicals-exponents-functions/","← Topic overview Radicals, Exponents & Functions","contextual-body","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","/subjects/math/algebra/radicals-exponents-functions/","Topic map Radicals, Exponents & Functions","contextual-body","quick-answer","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","/tools/math/algebra/expression-checker/","Tool Algebra Expression Checker","tool-reference","tool","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","/subjects/math/algebra/radicals-exponents-functions/simplifying-radicals/","Method guide Simplifying radicals by pulling out perfect powers →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","/subjects/math/algebra/radicals-exponents-functions/rational-exponents/","Concept explainer Rational exponents: the bridge between powers and roots →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/radicals-exponents-functions/solving-radical-equations/","/subjects/math/algebra/systems-inequalities/compound-inequalities/","Method guide Compound inequalities: and, or, and the sign flip →","resource-companion","method-guide","candidate-editorial-endorsement"
"/subjects/math/algebra/rational-expressions/","/tools/math/algebra/expression-checker/","Use Algebra Expression Checker →","tool-reference","tool","candidate-editorial-endorsement"
"/subjects/math/algebra/rational-expressions/add-subtract-rational-expressions/","/subjects/math/algebra/rational-expressions/","Topic map Rational Expressions","contextual-body","quick-answer","candidate-editorial-endorsement"
