lesson_id,unit,exercise_set,purpose,recommended_count,canonical_lesson_path,answer_boundary,grading_policy
A5.3,A5,A5.3-P4,Repair substitution errors.,2-5,/subjects/math/algebra/systems/substitution/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.3,A5,A5.3-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/systems/substitution/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.4,A5,A5.4-P1,Direct elimination.,2-5,/subjects/math/algebra/systems/elimination/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.4,A5,A5.4-P2,Scale one or both equations.,2-5,/subjects/math/algebra/systems/elimination/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.4,A5,A5.4-P3,Fractions.,2-5,/subjects/math/algebra/systems/elimination/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.4,A5,A5.4-P4,Interpret the eliminated variable.,2-5,/subjects/math/algebra/systems/elimination/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.4,A5,A5.4-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/systems/elimination/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.5,A5,A5.5-P1,Classify without full solving.,2-5,/subjects/math/algebra/systems/dependent-and-inconsistent-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.5,A5,A5.5-P2,Create examples.,2-5,/subjects/math/algebra/systems/dependent-and-inconsistent-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.5,A5,A5.5-P3,Explain algebra-geometry connection.,2-5,/subjects/math/algebra/systems/dependent-and-inconsistent-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.5,A5,A5.5-P4,Identify redundant constraints.,2-5,/subjects/math/algebra/systems/dependent-and-inconsistent-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.5,A5,A5.5-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/systems/dependent-and-inconsistent-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.6,A5,A5.6-P1,Ticket totals.,2-5,/subjects/math/algebra/systems/applications-of-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.6,A5,A5.6-P2,Concentration.,2-5,/subjects/math/algebra/systems/applications-of-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.6,A5,A5.6-P3,Motion.,2-5,/subjects/math/algebra/systems/applications-of-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.6,A5,A5.6-P4,Define variables and interpret both coordinates.,2-5,/subjects/math/algebra/systems/applications-of-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.6,A5,A5.6-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/systems/applications-of-systems/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.7,A5,A5.7-P1,Graph feasible regions.,2-5,/subjects/math/algebra/systems/systems-of-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.7,A5,A5.7-P2,Test points.,2-5,/subjects/math/algebra/systems/systems-of-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.7,A5,A5.7-P3,Write systems from shading.,2-5,/subjects/math/algebra/systems/systems-of-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.7,A5,A5.7-P4,Introductory optimization by inspection.,2-5,/subjects/math/algebra/systems/systems-of-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.7,A5,A5.7-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/systems/systems-of-inequalities/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.8,A5,A5.8-P1,Mixed unlabeled systems.,2-5,/subjects/math/algebra/systems/systems-strategy-studio/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.8,A5,A5.8-P2,Compare methods.,2-5,/subjects/math/algebra/systems/systems-strategy-studio/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.8,A5,A5.8-P3,Optional three-variable case.,2-5,/subjects/math/algebra/systems/systems-strategy-studio/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.8,A5,A5.8-P4,Full modeling transfer.,2-5,/subjects/math/algebra/systems/systems-strategy-studio/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
A5.8,A5,A5.8-EXIT,Two-item exit check: one direct and one mixed/transfer item.,2,/subjects/math/algebra/systems/systems-strategy-studio/,canonical answer and worked solution server-only; public page receives attempt-gated reveal ID,deterministic where mathematically provable; open explanation may return uncertain and expose rubric after attempt
